Date,Away_Team,Away_Score,Home_Team,Home_Score
2021-12-01,N.C. Central,67,USC Upstate,65
2021-12-01,Central Mich.,45,Xavier,78
2021-12-01,The Citadel,58,UNC Asheville,65
2021-12-01,American,57,Stony Brook,80
2021-12-01,Villanova,71,Penn,56
2021-12-01,Princeton,77,Hofstra,81
2021-12-01,Fort Valley St.,63,Florida A&M,76
2021-12-01,Stetson,73,Fla. Atlantic,83
2021-12-01,Bowling Green,78,Duquesne,70
2021-12-01,Norfolk St.,74,UNCW,69
2021-12-01,Brown,73,UMass Lowell,63
2021-12-01,Wagner,63,Seton Hall,85
2021-12-01,South Carolina,56,Coastal Carolina,80
2021-12-01,Rhode Island,64,Harvard,57
2021-12-01,Iona,78,Marist,71
2021-12-01,Coppin St.,81,St. Bonaventure,93
2021-12-01,Lehigh,72,Yale,82
2021-12-01,Ga. Southern,51,Morehead St.,59
2021-12-01,Mercer,73,Kennesaw St.,71
2021-12-01,William & Mary,56,Navy,75
2021-12-01,Dartmouth,65,Vermont,83
2021-12-01,Columbia,60,UMBC,98
2021-12-01,Chicago St.,64,Loyola Maryland,78
2021-12-01,Holy Cross,67,Central Conn. St.,73
2021-12-01,Boston U.,56,George Washington,54
2021-12-01,Bucknell,67,Saint Francis (PA),93
2021-12-01,Alabama St.,54,Dayton,93
2021-12-01,UT Martin,61,Middle Tenn.,73
2021-12-01,Southern Ill.,54,Evansville,52
2021-12-01,Ball St.,80,Western Ill.,93
2021-12-01,Richmond,73,Wofford,64
2021-12-01,Marshall,86,Akron,88
2021-12-01,St. Francis Brooklyn,46,Fordham,68
2021-12-01,Cincinnati,59,Miami (OH),58
2021-12-01,Binghamton,57,Saint Joseph's,79
2021-12-01,La Salle,57,Temple,73
2021-12-01,FGCU,61,FIU,77
2021-12-01,Louisville,64,Michigan St.,73
2021-12-01,Memphis,79,Georgia,82
2021-12-01,Virginia Tech,62,Maryland,58
2021-12-01,Nebraska,100,NC State,104
2021-12-01,Boyce,29,App State,90
2021-12-01,Texas Southern,60,Louisiana Tech,87
2021-12-01,Hartford,75,Winthrop,82
2021-12-01,Centenary (LA),67,ULM,104
2021-12-01,Washington St.,51,Arizona St.,29
2021-12-01,ETSU,56,UAB,70
2021-12-01,Our Lady of the Lake,66,UIW,93
2021-12-01,Lincoln (CA),54,SFA,90
2021-12-01,A&M-Corpus Christi,83,UTRGV,77
2021-12-01,Dallas,65,Abilene Christian,108
2021-12-01,Ohio,51,LSU,66
2021-12-01,Eastern Ill.,45,NIU,55
2021-12-01,UNLV,64,SMU,83
2021-12-01,Ark.-Pine Bluff,64,Iowa St.,83
2021-12-01,UAlbany,43,Kansas St.,71
2021-12-01,Southern Miss.,55,South Alabama,85
2021-12-01,Wichita St.,60,Oklahoma St.,51
2021-12-01,Missouri St.,74,Illinois St.,79
2021-12-01,UNI,69,Bradley,71
2021-12-01,UCF,68,Auburn,85
2021-12-01,Indiana St.,76,Loyola Chicago,88
2021-12-01,Central Ark.,60,Arkansas,97
2021-12-01,Florida,67,Oklahoma,74
2021-12-01,Rust,48,Troy,81
2021-12-01,Texas Tech,68,Providence,72
2021-12-01,BYU,65,Utah Valley,72
2021-12-01,Mississippi Val.,58,North Ala.,72
2021-12-01,Little Rock,55,Colorado St.,86
2021-12-01,Bethesda (CA),67,Dixie St.,99
2021-12-01,Pacific,57,UC Davis,63
2021-12-01,Miami (FL),63,Penn St.,58
2021-12-01,Wisconsin,70,Georgia Tech,66
2021-12-01,Michigan,51,North Carolina,72
2021-12-01,Colorado,61,UCLA,73
2021-12-01,San Diego,43,Fresno St.,63
2021-12-01,McNeese,62,Seattle U,78
2021-12-01,UC Riverside,65,Oregon,71
2021-12-01,Utah,73,Southern California,93
2021-12-02,LIU,63,Towson,72
2021-12-02,Wright St.,86,Purdue Fort Wayne,73
2021-12-02,Fairleigh Dickinson,65,Drexel,86
2021-12-02,Edward Waters,57,North Florida,103
2021-12-02,Missouri,45,Liberty,66
2021-12-02,Delaware,59,Delaware St.,48
2021-12-02,East. Mennonite,54,James Madison,96
2021-12-02,Saint Elizabeth,43,NJIT,76
2021-12-02,Detroit Mercy,69,IUPUI,45
2021-12-02,Sacred Heart,74,Lafayette,67
2021-12-02,Northern Ky.,58,Cleveland St.,72
2021-12-02,Schreiner,46,Sam Houston,106
2021-12-02,Robert Morris,58,Green Bay,70
2021-12-02,Oral Roberts,63,TCU,71
2021-12-02,Jarvis Christian,44,Grambling,71
2021-12-02,Oakland,81,UIC,77
2021-12-02,Northland,51,North Dakota St.,114
2021-12-02,Lipscomb,65,Belmont,94
2021-12-02,Youngstown St.,70,Milwaukee,68
2021-12-02,Montana St.,75,Northern Colo.,77
2021-12-02,Crown (MN),53,St. Thomas (MN),73
2021-12-02,Lamar University,60,Mississippi St.,75
2021-12-02,Jacksonville,67,Charleston So.,56
2021-12-02,Valparaiso,66,Drake,73
2021-12-02,Denver,64,Wyoming,77
2021-12-02,Southern Utah,89,Eastern Wash.,76
2021-12-02,UTSA,71,Grand Canyon,74
2021-12-02,Northern Ariz.,44,Weber St.,67
2021-12-02,Saint Mary's (CA),60,Utah St.,58
2021-12-02,Portland St.,63,Idaho St.,55
2021-12-02,Montana,65,Sacramento St.,58
2021-12-02,Eastern Mich.,74,UC San Diego,83
2021-12-02,Cal Poly,55,California Baptist,64
2021-12-02,Oregon St.,61,California,73
2021-12-03,Carver,55,N.C. A&T,97
2021-12-03,Notre Dame,57,Boston College,73
2021-12-03,Fairfield,74,Canisius,68
2021-12-03,UTRGV,58,Texas,88
2021-12-03,Rider,54,Iona,80
2021-12-03,Manhattan,77,Siena,72
2021-12-03,Monmouth,57,Niagara,49
2021-12-03,Coppin St.,77,Cornell,92
2021-12-03,Saint Peter's,69,Quinnipiac,59
2021-12-03,Colgate,69,Northeastern,74
2021-12-03,Kansas,95,St. John's (NY),75
2021-12-03,Bob Jones,61,Presbyterian,90
2021-12-03,Rutgers,51,Illinois,86
2021-12-03,South Carolina St.,65,South Fla.,64
2021-12-03,Col. of Charleston,88,Furman,91
2021-12-03,Pittsburgh,56,Virginia,57
2021-12-03,Waldorf,37,South Dakota,93
2021-12-03,Minn.-Morris,47,South Dakota St.,112
2021-12-03,New Mexico St.,72,UTEP,69
2021-12-03,New Orleans,67,Louisiana,80
2021-12-03,Bryant,44,Houston,111
2021-12-03,Tulsa,58,Boise St.,63
2021-12-03,Iowa,70,Purdue,77
2021-12-03,Benedictine Mesa,59,CSU Bakersfield,87
2021-12-03,VMI,90,Portland,82
2021-12-03,North Dakota,51,San Jose St.,76
2021-12-03,Pepperdine,74,UC Santa Barbara,86
2021-12-03,Bethesda (CA),54,UC Irvine,86
2021-12-04,Memphis,63,Ole Miss,67
2021-12-04,Saint Joseph's,52,Villanova,81
2021-12-04,Robert Morris,69,Milwaukee,77
2021-12-04,Nyack,67,Seton Hall,113
2021-12-04,Oakland,78,IUPUI,45
2021-12-04,Harvard,77,Massachusetts,87
2021-12-04,Nebraska,55,Indiana,68
2021-12-04,Clemson,75,Miami (FL),80
2021-12-04,Marquette,76,Wisconsin,89
2021-12-04,Binghamton,63,Boston U.,68
2021-12-04,Winthrop,64,Coastal Carolina,74
2021-12-04,Northern Ky.,57,Purdue Fort Wayne,71
2021-12-04,Miami (OH),68,Indiana St.,69
2021-12-04,Mount St. Mary's,55,Loyola Maryland,61
2021-12-04,San Diego St.,58,Michigan,72
2021-12-04,Eastern Wash.,92,Omaha,81
2021-12-04,Tennessee,69,Colorado,54
2021-12-04,LSU-Shreveport,35,North Texas,73
2021-12-04,Holy Cross,65,La Salle,84
2021-12-04,N.C. Central,66,UNC Asheville,82
2021-12-04,Bucknell,69,Hofstra,88
2021-12-04,Alcorn,64,Tulane,85
2021-12-04,Yale,64,Auburn,86
2021-12-04,Rhode Island,52,Providence,66
2021-12-04,UT Martin,64,Western Ill.,81
2021-12-04,Tennessee Tech,51,Evansville,59
2021-12-04,Louisville,73,NC State,68
2021-12-04,Wake Forest,80,Virginia Tech,61
2021-12-04,George Washington,79,Charlotte,86
2021-12-04,Georgia St.,77,Mercer,83
2021-12-04,NIU,41,Dayton,79
2021-12-04,Maine,66,Columbia,77
2021-12-04,Gardner-Webb,52,East Carolina,62
2021-12-04,Webster,64,Southeast Mo. St.,76
2021-12-04,Jarvis Christian,62,Rice,100
2021-12-04,North Park,71,Eastern Ill.,76
2021-12-04,Southwestern (TX),60,A&M-Corpus Christi,111
2021-12-04,SIUE,55,Bradley,80
2021-12-04,Delaware St.,58,Longwood,78
2021-12-04,William & Mary,46,Davidson,70
2021-12-04,Wright St.,75,Cleveland St.,85
2021-12-04,Northwestern St.,71,ULM,84
2021-12-04,Saint Francis (PA),75,Ohio,78
2021-12-04,Montana St.,68,Sacramento St.,66
2021-12-04,BYU,74,Missouri St.,68
2021-12-04,Lenoir-Rhyne,66,ETSU,90
2021-12-04,Buffalo,65,St. Bonaventure,68
2021-12-04,Radford,51,West Virginia,67
2021-12-04,Grambling,59,UConn,88
2021-12-04,Syracuse,63,Florida St.,60
2021-12-04,Loyola Chicago,68,DePaul,64
2021-12-04,Saint Mary's (CA),58,Colorado St.,74
2021-12-04,UIW,65,Abilene Christian,98
2021-12-04,Penn,72,Temple,81
2021-12-04,Campbell,61,VCU,65
2021-12-04,Jackson St.,61,Illinois St.,55
2021-12-04,Drexel,79,Princeton,81
2021-12-04,Central Conn. St.,45,New Hampshire,67
2021-12-04,Army West Point,58,Air Force,76
2021-12-04,Little Rock,78,Arkansas,93
2021-12-04,McNeese,58,Wyoming,79
2021-12-04,UMES,81,Lehigh,75
2021-12-04,Louisiana Tech,78,Santa Clara,75
2021-12-04,Southern Utah,81,Idaho,75
2021-12-04,Toledo,68,Michigan St.,81
2021-12-04,Ark.-Pine Bluff,54,Baylor,99
2021-12-04,UC Merced,40,UC Davis,81
2021-12-04,Tennessee St.,49,Chicago St.,59
2021-12-04,Central Ark.,82,Arkansas St.,95
2021-12-04,Wiley,76,SFA,100
2021-12-04,American,56,Howard,90
2021-12-04,Norfolk St.,57,Hampton,58
2021-12-04,Vanderbilt,72,SMU,84
2021-12-04,Southern California,63,Washington St.,61
2021-12-04,Western Caro.,78,USC Upstate,73
2021-12-04,UAB,77,Saint Louis,72
2021-12-04,Wagner,78,Stony Brook,49
2021-12-04,LMU (CA),77,Long Beach St.,74
2021-12-04,Stetson,65,FIU,72
2021-12-04,Dartmouth,68,FGCU,78
2021-12-04,Old Dominion,60,George Mason,50
2021-12-04,Youngstown St.,82,Green Bay,58
2021-12-04,Eastern Ky.,80,Western Ky.,85
2021-12-04,CSUN,43,Fresno St.,61
2021-12-04,Duquesne,71,Marshall,72
2021-12-04,High Point,83,Elon,77
2021-12-04,Southern U.,62,Akron,79
2021-12-04,UMass Lowell,61,Merrimack,57
2021-12-04,Oral Roberts,85,Houston Baptist,67
2021-12-04,Middle Tenn.,87,Murray St.,93
2021-12-04,Calvary,32,Kansas City,94
2021-12-04,Northern Ariz.,73,Idaho St.,70
2021-12-04,Montana,75,Northern Colo.,78
2021-12-04,Portland St.,69,Weber St.,80
2021-12-04,Mississippi Val.,44,Grand Canyon,91
2021-12-04,Pacific,57,Cal St. Fullerton,66
2021-12-04,Alabama,91,Gonzaga,82
2021-12-04,South Alabama,74,Jacksonville St.,64
2021-12-04,St. Katherine,65,Dixie St.,97
2021-12-04,Southern Miss.,41,Southern Ill.,66
2021-12-04,Iowa St.,64,Creighton,58
2021-12-04,UNLV,62,San Francisco,83
2021-12-05,Northwestern,67,Maryland,61
2021-12-05,Fairfield,81,Niagara,71
2021-12-05,Keuka,64,Cornell,122
2021-12-05,Monmouth,79,Canisius,65
2021-12-05,Western Ill.,97,Central Mich.,70
2021-12-05,Georgetown,67,South Carolina,80
2021-12-05,Sacred Heart,66,Brown,79
2021-12-05,Siena,60,Saint Peter's,58
2021-12-05,Marist,79,Rider,67
2021-12-05,North Florida,41,Fla. Atlantic,76
2021-12-05,Quinnipiac,90,Manhattan,73
2021-12-05,Detroit Mercy,64,UIC,56
2021-12-05,NJIT,90,Lafayette,86
2021-12-05,Hartford,68,St. Francis Brooklyn,55
2021-12-05,Richmond,60,UNI,52
2021-12-05,Denver,58,Texas St.,71
2021-12-05,Minnesota,81,Mississippi St.,76
2021-12-05,Bethune-Cookman,45,UCF,81
2021-12-05,Valparaiso,71,Western Mich.,60
2021-12-05,UMBC,60,Delaware,70
2021-12-05,Kennesaw St.,62,Wofford,88
2021-12-05,Defiance,43,Bellarmine,92
2021-12-05,North Carolina,79,Georgia Tech,62
2021-12-05,St. Thomas (MN),64,Drake,74
2021-12-05,Milligan,55,Austin Peay,98
2021-12-05,Belmont,85,Samford,73
2021-12-05,Carver,40,North Ala.,103
2021-12-05,Northwood,57,Eastern Mich.,79
2021-12-05,Cal Poly,51,San Diego,52
2021-12-05,VMI,89,Seattle U,82
2021-12-05,Cal Lutheran,66,UC Santa Barbara,87
2021-12-05,Arizona,90,Oregon St.,65
2021-12-05,Our Lady of the Lake,64,Lamar University,67
2021-12-05,California,58,Utah,66
2021-12-05,Xavier,77,Oklahoma St.,71
2021-12-05,Chattanooga,85,Lipscomb,64
2021-12-05,Southeastern La.,72,Troy,68
2021-12-05,Kansas St.,65,Wichita St.,59
2021-12-05,Arizona St.,69,Oregon,67
2021-12-05,Fordham,69,St. John's (NY),83
2021-12-05,Bryant,58,Cincinnati,73
2021-12-05,Ohio St.,76,Penn St.,64
2021-12-05,Charleston So.,59,Tarleton St.,57
2021-12-06,Millersville,71,Morgan St.,77
2021-12-06,Texas Southern,69,Florida,54
2021-12-06,Columbia,61,Colgate,89
2021-12-06,N.C. Central,67,The Citadel,80
2021-12-06,Illinois,87,Iowa,83
2021-12-06,Voorhees,51,Georgia St.,80
2021-12-06,Babson,64,Harvard,74
2021-12-06,Towson,73,Kent St.,58
2021-12-06,Mercer,74,Coastal Carolina,69
2021-12-06,Delaware St.,60,Liberty,96
2021-12-06,Presbyterian,66,Morehead St.,71
2021-12-06,Alcorn,45,Houston,77
2021-12-06,New Mexico St.,78,New Mexico,76
2021-12-06,San Jose St.,69,Pepperdine,82
2021-12-07,Sacred Heart,62,Rhode Island,72
2021-12-07,Purchase,40,Army West Point,97
2021-12-07,Virginia,49,James Madison,52
2021-12-07,Vermont,58,Providence,68
2021-12-07,Navy,65,George Mason,71
2021-12-07,Texas Tech,57,Tennessee,52
2021-12-07,Fairleigh Dickinson,55,La Salle,81
2021-12-07,Old Dominion,74,William & Mary,59
2021-12-07,Columbia Int'l,56,Campbell,74
2021-12-07,UAlbany,52,Yale,71
2021-12-07,N.C. A&T,71,East Carolina,82
2021-12-07,Bucknell,69,Princeton,82
2021-12-07,Guilford,59,High Point,64
2021-12-07,Bradley,65,Toledo,67
2021-12-07,Southern U.,64,Kentucky,76
2021-12-07,Massachusetts,76,Northeastern,82
2021-12-07,East-West U.,58,Valparaiso,101
2021-12-07,Jacksonville,58,Georgia,69
2021-12-07,Oakland,72,Bowling Green,73
2021-12-07,Michigan,102,Nebraska,67
2021-12-07,Furman,80,Winthrop,85
2021-12-07,Brown,76,Merrimack,56
2021-12-07,FGCU,69,Florida A&M,55
2021-12-07,UTEP,52,Kansas,78
2021-12-07,Dallas Christian,65,Tarleton St.,84
2021-12-07,Champion Chris.,67,Houston Baptist,84
2021-12-07,Col. of Charleston,86,Tulane,72
2021-12-07,South Dakota,69,Northern Colo.,74
2021-12-07,Belmont,64,Saint Louis,59
2021-12-07,Eastern Ill.,44,Missouri,72
2021-12-07,Roosevelt,49,Loyola Chicago,88
2021-12-07,Temple,72,Vanderbilt,68
2021-12-07,Duquesne,67,DePaul,87
2021-12-07,Charlotte,66,Arkansas,86
2021-12-07,Mount St. Mary's,77,Santa Clara,88
2021-12-07,North Dakota St.,49,Montana St.,68
2021-12-07,LMU (CA),60,Tulsa,55
2021-12-07,Butler,66,Oklahoma,62
2021-12-07,Villanova,67,Syracuse,53
2021-12-07,Boise St.,74,CSUN,48
2021-12-07,North Dakota,71,California Baptist,89
2021-12-07,Eastern Ky.,68,Southern California,80
2021-12-08,Coppin St.,62,George Washington,75
2021-12-08,Ball St.,50,Xavier,96
2021-12-08,Chattanooga,78,UNC Asheville,73
2021-12-08,Canisius,62,Northern Ky.,75
2021-12-08,Lancaster Bible,51,Robert Morris,99
2021-12-08,Holy Cross,59,Fairfield,74
2021-12-08,Loyola Maryland,71,St. Bonaventure,84
2021-12-08,St. Francis Brooklyn,71,Saint Peter's,60
2021-12-08,Saint Francis (PA),73,American,83
2021-12-08,Hofstra,62,Stony Brook,79
2021-12-08,Samford,74,Alabama St.,64
2021-12-08,UMass Lowell,62,Boston U.,72
2021-12-08,Quinnipiac,72,Dartmouth,69
2021-12-08,Marist,64,Binghamton,51
2021-12-08,Palm Beach Atl.,63,Fla. Atlantic,84
2021-12-08,Alabama A&M,45,North Ala.,56
2021-12-08,Clarks Summit,58,UMES,102
2021-12-08,Bluefield Col.,57,Marshall,100
2021-12-08,Lipscomb,59,Miami (FL),76
2021-12-08,Niagara,58,Eastern Mich.,60
2021-12-08,Wagner,54,Penn St.,74
2021-12-08,Indiana,59,Wisconsin,64
2021-12-08,Jacksonville St.,52,VCU,66
2021-12-08,Central Mich.,77,Youngstown St.,84
2021-12-08,North Florida,55,Florida,85
2021-12-08,Tennessee Tech,69,Western Caro.,74
2021-12-08,Lafayette,58,Delaware,68
2021-12-08,Wofford,78,Gardner-Webb,70
2021-12-08,UConn,53,West Virginia,56
2021-12-08,Carver,43,Ga. Southern,85
2021-12-08,Penn,71,Saint Joseph's,78
2021-12-08,New Hampshire,59,Bryant,76
2021-12-08,Missouri St.,81,Little Rock,55
2021-12-08,Evansville,73,Southeast Mo. St.,75
2021-12-08,Louisiana Col.,68,ULM,89
2021-12-08,Dayton,69,SMU,77
2021-12-08,Purdue Fort Wayne,59,SIUE,80
2021-12-08,UTRGV,69,A&M-Corpus Christi,75
2021-12-08,Eastern Wash.,57,Colorado,60
2021-12-08,Utah,62,TCU,76
2021-12-08,S'western Assemblies,75,Tarleton St.,81
2021-12-08,Buffalo,77,Western Ky.,67
2021-12-08,McNeese,68,Louisiana,83
2021-12-08,UMBC,71,Georgetown,100
2021-12-08,Marquette,64,Kansas St.,63
2021-12-08,Drake,78,Omaha,70
2021-12-08,Air Force,48,Montana,66
2021-12-08,Utah Valley,56,Southern Utah,60
2021-12-08,South Dakota St.,84,Idaho,98
2021-12-08,Arkansas St.,84,Ark.-Pine Bluff,73
2021-12-08,Utah St.,71,BYU,82
2021-12-08,Michigan St.,75,Minnesota,67
2021-12-08,Towson,74,Ohio St.,85
2021-12-08,Cornell,60,Virginia Tech,93
2021-12-08,Cal St. Fullerton,56,San Diego St.,66
2021-12-08,Fresno St.,63,San Francisco,71
2021-12-08,Seattle U,56,UNLV,76
2021-12-08,Idaho St.,46,California,72
2021-12-08,Bethesda (CA),69,Long Beach St.,102
2021-12-08,Weber St.,60,Washington St.,94
2021-12-08,Wyoming,65,Arizona,94
2021-12-09,Hawaii Pacific,52,Hawaii,88
2021-12-09,Bethune-Cookman,48,NC State,65
2021-12-09,Texas,60,Seton Hall,64
2021-12-09,Carver,50,N.C. Central,102
2021-12-09,Asbury,55,Bellarmine,87
2021-12-09,Hampton,54,William & Mary,53
2021-12-09,Detroit Mercy,52,Kent St.,69
2021-12-09,Nicholls,95,Mississippi Val.,80
2021-12-09,LIU,57,Fordham,73
2021-12-09,Purdue,68,Rutgers,70
2021-12-09,Colgate,68,Pittsburgh,71
2021-12-09,Lindsey Wilson,68,Southern U.,86
2021-12-09,Monmouth,83,St. John's (NY),88
2021-12-09,Merrimack,55,Gonzaga,80
2021-12-09,Denver,67,New Mexico,87
2021-12-09,Iowa,53,Iowa St.,73
2021-12-09,Grand Canyon,62,Arizona St.,67
2021-12-10,App State,65,Furman,73
2021-12-10,Moravian,55,Delaware,94
2021-12-10,IUPUI,44,Tennessee St.,70
2021-12-10,Army West Point,66,NJIT,49
2021-12-10,Midway,39,Bellarmine,89
2021-12-10,Vermont,70,Brown,65
2021-12-10,High Point,66,South Carolina St.,67
2021-12-10,Loyola Chicago,69,Vanderbilt,58
2021-12-10,DePaul,62,Louisville,55
2021-12-10,Green Bay,55,Kansas City,64
2021-12-10,CSUN,54,North Dakota St.,68
2021-12-10,Murray St.,74,Memphis,72
2021-12-10,Prairie View,60,Boise St.,97
2021-12-10,Yellowstone Chris.,43,Montana,104
2021-12-10,Milwaukee,54,Colorado,65
2021-12-11,Nebraska,68,Auburn,99
2021-12-11,Louisiana,69,Louisiana Tech,78
2021-12-11,BYU,71,Creighton,83
2021-12-11,Syracuse,75,Georgetown,79
2021-12-11,Wisconsin,55,Ohio St.,73
2021-12-11,Southeast Mo. St.,65,Purdue Fort Wayne,78
2021-12-11,MCLA,45,UMass Lowell,109
2021-12-11,St. John Fisher,58,Buffalo,100
2021-12-11,Voorhees,56,Kennesaw St.,80
2021-12-11,St. Francis Brooklyn,75,Delaware St.,61
2021-12-11,Western Mich.,64,Detroit Mercy,83
2021-12-11,New Hampshire,62,Duquesne,64
2021-12-11,Gardner-Webb,61,VMI,64
2021-12-11,FIU,88,Eastern Mich.,92
2021-12-11,Charlotte,68,Valparaiso,67
2021-12-11,Temple,49,Saint Joseph's,68
2021-12-11,Arkansas,66,Oklahoma,88
2021-12-11,Austin Peay,84,North Florida,91
2021-12-11,Troy,75,Tennessee Tech,72
2021-12-11,Drake,80,Clemson,90
2021-12-11,Princeton,84,Lafayette,73
2021-12-11,Penn,74,La Salle,76
2021-12-11,Central Conn. St.,53,Providence,68
2021-12-11,Siena,72,Holy Cross,59
2021-12-11,SUNY Oneonta,55,Binghamton,79
2021-12-11,Maine,47,Quinnipiac,73
2021-12-11,Mississippi St.,63,Colorado St.,66
2021-12-11,Eastern Wash.,76,North Dakota,60
2021-12-11,Penn St.,64,Michigan St.,80
2021-12-11,Ga. Southern,68,Mercer,77
2021-12-11,N.C. A&T,68,UCF,83
2021-12-11,UNC Asheville,73,Western Caro.,72
2021-12-11,Canisius,43,Youngstown St.,71
2021-12-11,Southern Ill.,65,Tulsa,69
2021-12-11,Lamar University,47,UT Arlington,56
2021-12-11,South Dakota St.,77,Washington St.,74
2021-12-11,UNCW,48,Jacksonville,77
2021-12-11,Ohio,55,Stetson,45
2021-12-11,Towson,89,Coppin St.,75
2021-12-11,St. Katherine,61,Southern Utah,100
2021-12-11,Philander Smith,51,Little Rock,60
2021-12-11,Illinois St.,81,Chicago St.,71
2021-12-11,Hartford,78,UNLV,95
2021-12-11,Morgan St.,55,Longwood,94
2021-12-11,Missouri,65,Kansas,102
2021-12-11,Grambling,62,UIW,72
2021-12-11,St. Bonaventure,64,UConn,74
2021-12-11,Morehead St.,75,ETSU,82
2021-12-11,St. Mary's (MD),43,UMES,79
2021-12-11,American,72,Mount St. Mary's,66
2021-12-11,Eastern Ill.,54,Butler,66
2021-12-11,Dallas Christian,67,Northwestern St.,89
2021-12-11,Pacific,66,San Jose St.,78
2021-12-11,UTSA,78,Sam Houston,73
2021-12-11,Oral Roberts,60,Missouri St.,69
2021-12-11,Me.-Fort Kent,36,Weber St.,82
2021-12-11,UIC,71,Central Mich.,67
2021-12-11,Northern Ariz.,71,South Dakota,76
2021-12-11,UNC Greensboro,36,Tennessee,76
2021-12-11,North Texas,66,Massachusetts,57
2021-12-11,Manhattan,62,Utah,96
2021-12-11,Arizona,83,Illinois,79
2021-12-11,Boston College,68,Saint Louis,79
2021-12-11,Kentucky,62,Notre Dame,66
2021-12-11,Arkansas St.,82,Mississippi Val.,77
2021-12-11,Alabama St.,62,Pepperdine,79
2021-12-11,UC Santa Barbara,59,Saint Mary's (CA),80
2021-12-11,Toledo,69,Richmond,72
2021-12-11,LSU,69,Georgia Tech,53
2021-12-11,Minnesota,75,Michigan,65
2021-12-11,Southeastern La.,66,Southern U.,72
2021-12-11,TCU,68,Texas A&M,64
2021-12-11,Boston U.,65,Dartmouth,62
2021-12-11,Bryant,78,Stony Brook,86
2021-12-11,Alabama A&M,50,Samford,52
2021-12-11,Marshall,80,Eastern Ky.,69
2021-12-11,FGCU,85,Robert Morris,74
2021-12-11,Radford,70,James Madison,79
2021-12-11,Winthrop,83,Carver,52
2021-12-11,Drexel,56,Abilene Christian,73
2021-12-11,Liberty,51,SFA,63
2021-12-11,UC Irvine,55,Fresno St.,63
2021-12-11,New Mexico St.,63,LMU (CA),58
2021-12-11,USC Upstate,53,Wake Forest,79
2021-12-11,Norfolk St.,58,Wichita St.,71
2021-12-11,Columbia,59,UAlbany,60
2021-12-11,VCU,75,Old Dominion,66
2021-12-11,Elon,63,North Carolina,80
2021-12-11,Ottawa (AZ),53,Grand Canyon,81
2021-12-11,A&M-Corpus Christi,87,Omaha,73
2021-12-11,Rice,88,Houston Baptist,73
2021-12-11,Montana St.,72,St. Thomas (MN),65
2021-12-11,Cincinnati,63,Xavier,83
2021-12-11,Western Ky.,71,Ole Miss,48
2021-12-11,Middle Tenn.,84,UT Martin,75
2021-12-11,New Orleans,50,Utah St.,82
2021-12-11,Santa Clara,60,California,72
2021-12-11,LIFE Pacific,59,Cal St. Fullerton,87
2021-12-11,Denver,62,Dixie St.,82
2021-12-11,UCLA,67,Marquette,56
2021-12-11,Houston,82,Alabama,83
2021-12-11,Cal Lutheran,55,San Diego,84
2021-12-11,Cal Poly,61,Portland St.,58
2021-12-11,Idaho,58,CSU Bakersfield,59
2021-12-11,Utah Valley,62,Wyoming,74
2021-12-12,Miami (FL),72,Fordham,66
2021-12-12,Florida St.,65,South Carolina,66
2021-12-12,Colgate,64,St. John's (NY),82
2021-12-12,Merrimack,49,Indiana,81
2021-12-12,Jackson St.,37,Iowa St.,47
2021-12-12,Buffalo St.,52,Niagara,112
2021-12-12,Nyack,48,Saint Peter's,87
2021-12-12,Fairfield,70,William & Mary,47
2021-12-12,Ind.-Kokomo,58,Ball St.,85
2021-12-12,Davidson,79,Northeastern,69
2021-12-12,Purdue,82,NC State,72
2021-12-12,Presbyterian,76,Col. of Charleston,78
2021-12-12,Wofford,59,Coastal Carolina,60
2021-12-12,John Jay,51,Hofstra,102
2021-12-12,Navy,67,Marist,61
2021-12-12,Alice Lloyd,55,Northern Ky.,91
2021-12-12,Florida A&M,66,Akron,73
2021-12-12,Hampton,54,Loyola Maryland,67
2021-12-12,Virginia Tech,57,Dayton,62
2021-12-12,Tenn. Wesleyan,55,Chattanooga,104
2021-12-12,UTEP,77,New Mexico,69
2021-12-12,Villanova,36,Baylor,57
2021-12-12,Millsaps,29,UAB,103
2021-12-12,Kansas City,56,SIUE,60
2021-12-12,Kent St.,50,West Virginia,63
2021-12-12,NJIT,52,Northwestern,70
2021-12-12,Florida,68,Maryland,70
2021-12-12,Southwestern (TX),54,Texas St.,101
2021-12-12,Long Beach St.,62,Southern California,73
2021-12-12,Green Bay,64,Kansas St.,82
2021-12-12,Tennessee St.,73,Lipscomb,65
2021-12-12,Monmouth,56,Pittsburgh,52
2021-12-12,Yale,77,Iona,91
2021-12-12,Oregon,69,Stanford,72
2021-12-12,California Baptist,54,UC Riverside,70
2021-12-12,Rutgers,63,Seton Hall,77
2021-12-12,UC San Diego,51,Seattle U,73
2021-12-13,NIU,70,Chicago St.,59
2021-12-13,UMBC,77,Princeton,89
2021-12-13,Erskine,44,App State,69
2021-12-13,Blue Mountain (MS),69,Nicholls,87
2021-12-13,Carver,36,Liberty,95
2021-12-13,Merchant Marine,48,LIU,106
2021-12-13,Johnson (FL),58,Stetson,104
2021-12-13,LaGrange,80,Jacksonville St.,110
2021-12-13,Keene St.,54,New Hampshire,92
2021-12-13,Radford,58,George Washington,67
2021-12-13,Sacred Heart,79,Columbia,69
2021-12-13,UAlbany,61,Boston College,57
